28.629,0,28.36,28.36,-0.071794
31.465,2.8356,28.358,28.352,-0.071794
34.301,5.6705,28.356,28.345,-0.071794
37.136,8.5046,28.353,28.338,-0.071794
39.972,11.338,28.351,28.331,-0.071794
42.807,14.171,28.349,28.324,-0.071794
45.642,17.003,28.347,28.317,-0.071794
48.476,19.834,28.345,28.309,-0.071794
51.31,22.665,28.342,28.302,-0.071794
54.145,25.495,28.34,28.295,-0.071794
56.978,28.324,28.338,28.288,-0.068644
59.812,31.152,28.336,28.281,-0.068644
62.646,33.98,28.333,28.274,-0.068644
65.479,36.807,28.331,28.267,-0.068644
68.312,39.633,28.329,28.26,-0.068644
71.145,42.459,28.327,28.253,-0.068644
73.977,45.284,28.324,28.247,-0.068644
76.809,48.108,28.322,28.24,-0.068644
79.642,50.932,28.319,28.233,-0.068644
82.473,53.755,28.316,28.226,-0.068644
85.305,56.577,28.314,28.219,-0.065493
88.136,59.399,28.311,28.213,-0.065493
90.967,62.22,28.308,28.206,-0.065493
93.798,65.04,28.306,28.2,-0.065493
96.628,67.86,28.303,28.193,-0.065493
99.458,70.679,28.3,28.186,-0.065493
102.29,73.497,28.297,28.18,-0.065493
105.12,76.315,28.295,28.173,-0.065493
107.95,79.132,28.292,28.167,-0.065493
110.78,81.948,28.289,28.16,-0.065493
113.61,84.764,28.287,28.154,-0.062343
116.43,87.579,28.284,28.147,-0.062343
119.26,90.393,28.281,28.141,-0.062343
122.09,93.207,28.279,28.135,-0.062343
124.92,96.02,28.276,28.129,-0.062343
127.75,98.833,28.273,28.122,-0.062343
130.57,101.64,28.27,28.116,-0.062343
133.4,104.46,28.268,28.11,-0.062343
136.23,107.27,28.265,28.104,-0.062343
139.05,110.08,28.262,28.098,-0.062343
141.88,112.89,28.26,28.091,-0.059193
144.7,115.69,28.257,28.085,-0.059193
147.53,118.5,28.254,28.079,-0.059193
150.35,121.31,28.252,28.074,-0.059193
153.18,124.12,28.249,28.068,-0.059193
156,126.92,28.246,28.062,-0.059193
158.83,129.73,28.244,28.056,-0.059193
161.65,132.54,28.241,28.05,-0.059193
164.48,135.34,28.238,28.044,-0.059193
167.3,138.14,28.235,28.038,-0.059193
170.12,140.95,28.233,28.032,-0.056042
172.95,143.75,28.23,28.027,-0.056042
175.77,146.55,28.227,28.021,-0.056042
178.59,149.35,28.225,28.015,-0.056042
181.42,152.16,28.222,28.01,-0.056042
184.24,154.96,28.219,28.004,-0.056042
187.06,157.76,28.216,27.999,-0.056042
189.88,160.56,28.213,27.993,-0.056042
192.7,163.36,28.21,27.987,-0.056042
195.52,166.15,28.208,27.982,-0.056042
198.34,168.95,28.205,27.976,-0.052892
201.16,171.75,28.202,27.971,-0.052892
203.98,174.55,28.199,27.966,-0.052892
206.8,177.34,28.196,27.96,-0.052892
209.62,180.14,28.193,27.955,-0.052892
212.44,182.93,28.19,27.95,-0.052892
215.26,185.73,28.187,27.944,-0.052892
218.08,188.52,28.184,27.939,-0.052892
220.9,191.32,28.181,27.934,-0.052892
223.72,194.11,28.178,27.928,-0.052892
226.53,196.9,28.174,27.923,-0.049741
229.35,199.69,28.171,27.918,-0.049741
232.17,202.49,28.168,27.913,-0.049741
234.98,205.28,28.165,27.908,-0.049741
237.8,208.07,28.161,27.903,-0.049741
240.62,210.86,28.158,27.898,-0.049741
243.43,213.65,28.154,27.893,-0.049741
246.25,216.44,28.151,27.888,-0.049741
249.06,219.22,28.147,27.883,-0.049741
251.88,222.01,28.143,27.878,-0.049741
254.69,224.8,28.139,27.873,-0.046591
257.5,227.59,28.136,27.869,-0.046591
260.32,230.37,28.132,27.864,-0.046591
263.13,233.16,28.128,27.859,-0.046591
265.94,235.95,28.124,27.855,-0.046591
268.76,238.73,28.12,27.85,-0.046591
271.57,241.52,28.116,27.845,-0.046591
274.38,244.3,28.112,27.841,-0.046591
277.19,247.08,28.107,27.836,-0.046591
280,249.87,28.103,27.832,-0.046591
282.81,252.65,28.099,27.827,-0.04344
285.62,255.43,28.095,27.823,-0.04344
288.43,258.21,28.09,27.818,-0.04344
291.24,261,28.086,27.814,-0.04344
294.05,263.78,28.082,27.809,-0.04344
296.85,266.56,28.077,27.805,-0.04344
299.66,269.34,28.073,27.801,-0.04344
302.47,272.12,28.068,27.796,-0.04344
305.28,274.9,28.064,27.792,-0.04344
308.08,277.68,28.059,27.788,-0.04344
310.89,280.46,28.054,27.783,-0.04029
313.69,283.23,28.048,27.779,-0.04029
316.5,286.01,28.041,27.775,-0.04029
319.3,288.79,28.035,27.771,-0.04029
322.1,291.57,28.028,27.767,-0.04029
324.91,294.34,28.021,27.763,-0.04029
327.71,297.12,28.014,27.759,-0.04029
330.51,299.89,28.007,27.755,-0.04029
333.31,302.67,28,27.751,-0.04029
336.11,305.44,27.993,27.747,-0.04029
338.91,308.22,27.986,27.743,-0.037139
341.71,310.99,27.979,27.739,-0.037139
344.5,313.77,27.971,27.736,-0.037139
347.3,316.54,27.964,27.732,-0.037139
350.1,319.31,27.956,27.728,-0.037139
352.89,322.09,27.949,27.725,-0.037139
355.69,324.86,27.941,27.721,-0.037139
358.48,327.63,27.933,27.717,-0.037139
361.27,330.4,27.925,27.713,-0.037139
364.07,333.17,27.917,27.71,-0.037139
366.86,335.94,27.909,27.706,-0.033989
369.65,338.71,27.901,27.703,-0.033989
372.44,341.48,27.893,27.699,-0.033989
375.23,344.25,27.885,27.696,-0.033989
378.01,347.02,27.877,27.692,-0.033989
380.8,349.79,27.869,27.689,-0.033989
383.59,352.56,27.86,27.686,-0.033989
386.37,355.33,27.852,27.682,-0.033989
389.16,358.1,27.843,27.679,-0.033989
391.94,360.86,27.835,27.675,-0.033989
394.72,363.63,27.826,27.672,-0.030838
397.51,366.4,27.817,27.669,-0.030838
400.29,369.17,27.809,27.666,-0.030838
403.07,371.93,27.8,27.663,-0.030838
405.85,374.7,27.791,27.66,-0.030838
408.63,377.46,27.782,27.657,-0.030838
411.4,380.23,27.773,27.653,-0.030838
414.18,382.99,27.764,27.65,-0.030838
416.96,385.76,27.755,27.647,-0.030838
419.73,388.52,27.746,27.644,-0.030838
422.51,391.29,27.737,27.641,-0.027688
425.28,394.05,27.727,27.638,-0.027688
428.05,396.82,27.718,27.636,-0.027688
430.82,399.58,27.708,27.633,-0.027688
433.59,402.34,27.698,27.63,-0.027688
436.36,405.11,27.689,27.627,-0.027688
439.13,407.87,27.679,27.625,-0.027688
441.9,410.63,27.669,27.622,-0.027688
444.67,413.39,27.659,27.619,-0.027688
447.43,416.15,27.649,27.616,-0.027688
450.2,418.92,27.639,27.613,-0.024538
452.96,421.68,27.629,27.611,-0.024538
455.72,424.44,27.619,27.609,-0.024538
458.48,427.2,27.609,27.606,-0.024538
461.24,429.96,27.599,27.604,-0.024538
464,432.72,27.588,27.601,-0.024538
466.76,435.48,27.578,27.599,-0.024538
469.52,438.24,27.568,27.596,-0.024538
472.27,441,27.557,27.594,-0.024538
475.03,443.76,27.547,27.591,-0.024538
477.78,446.52,27.536,27.589,-0.021387
480.54,449.28,27.526,27.587,-0.021387
483.29,452.03,27.515,27.585,-0.021387
486.04,454.79,27.505,27.583,-0.021387
488.79,457.55,27.494,27.58,-0.021387
491.54,460.31,27.483,27.578,-0.021387
494.29,463.07,27.473,27.576,-0.021387
497.03,465.82,27.462,27.574,-0.021387
499.78,468.58,27.452,27.572,-0.021387
502.52,471.34,27.441,27.57,-0.021387
505.27,474.1,27.431,27.568,-0.018237
508.01,476.85,27.42,27.566,-0.018237
510.75,479.61,27.41,27.564,-0.018237
513.49,482.36,27.399,27.562,-0.018237
516.23,485.12,27.389,27.56,-0.018237
518.97,487.88,27.379,27.558,-0.018237
521.71,490.63,27.368,27.557,-0.018237
524.44,493.39,27.358,27.555,-0.018237
527.18,496.14,27.348,27.553,-0.018237
529.91,498.9,27.338,27.551,-0.018237
532.65,501.65,27.328,27.549,-0.015086
535.38,504.41,27.318,27.548,-0.015086
538.11,507.16,27.308,27.546,-0.015086
540.84,509.92,27.298,27.545,-0.015086
543.57,512.67,27.288,27.543,-0.015086
546.3,515.43,27.278,27.542,-0.015086
549.02,518.18,27.269,27.54,-0.015086
551.75,520.93,27.259,27.539,-0.015086
554.48,523.69,27.249,27.537,-0.015086
557.2,526.44,27.24,27.536,-0.015086
559.92,529.2,27.231,27.534,-0.011936
562.65,531.95,27.221,27.533,-0.011936
565.37,534.7,27.212,27.532,-0.011936
568.09,537.46,27.203,27.531,-0.011936
570.81,540.21,27.194,27.529,-0.011936
573.53,542.96,27.185,27.528,-0.011936
576.25,545.71,27.176,27.527,-0.011936
578.96,548.47,27.168,27.526,-0.011936
581.68,551.22,27.159,27.525,-0.011936
584.4,553.97,27.15,27.523,-0.011936
587.11,556.72,27.142,27.522,-0.0087853
589.82,559.48,27.134,27.521,-0.0087853
592.54,562.23,27.126,27.521,-0.0087853
595.25,564.98,27.117,27.52,-0.0087853
597.96,567.73,27.109,27.519,-0.0087853
600.67,570.48,27.102,27.518,-0.0087853
603.38,573.24,27.094,27.517,-0.0087853
606.09,575.99,27.086,27.516,-0.0087853
608.8,578.74,27.079,27.515,-0.0087853
611.51,581.49,27.071,27.514,-0.0087853
614.21,584.24,27.064,27.514,-0.0056349
616.92,586.99,27.057,27.513,-0.0056349
619.62,589.74,27.05,27.512,-0.0056349
622.33,592.5,27.043,27.512,-0.0056349
625.03,595.25,27.036,27.511,-0.0056349
627.73,598,27.029,27.511,-0.0056349
630.44,600.75,27.022,27.51,-0.0056349
633.14,603.5,27.016,27.51,-0.0056349
635.84,606.25,27.009,27.509,-0.0056349
638.54,609,27.003,27.508,-0.0056349
641.24,611.75,26.997,27.508,-0.0024844
643.94,614.5,26.991,27.508,-0.0024844
646.64,617.25,26.985,27.507,-0.0024844
649.34,620,26.979,27.507,-0.0024844
652.04,622.76,26.974,27.507,-0.0024844
654.73,625.51,26.968,27.507,-0.0024844
657.43,628.26,26.963,27.506,-0.0024844
660.13,631.01,26.957,27.506,-0.0024844
662.82,633.76,26.952,27.506,-0.0024844
665.52,636.51,26.947,27.506,-0.0024844
668.21,639.26,26.942,27.505,0.00066602
670.9,642.01,26.937,27.505,0.00066602
673.6,644.76,26.932,27.506,0.00066602
676.29,647.51,26.927,27.506,0.00066602
678.98,650.26,26.923,27.506,0.00066602
681.67,653.01,26.918,27.506,0.00066602
684.37,655.76,26.914,27.506,0.00066602
687.06,658.51,26.909,27.506,0.00066602
689.75,661.26,26.905,27.506,0.00066602
692.44,664.01,26.901,27.506,0.00066602
695.13,666.76,26.897,27.506,0.0038165
697.82,669.52,26.892,27.506,0.0038165
700.51,672.27,26.888,27.507,0.0038165
