,index,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DistanceGPS,MileMarker,Bearing,DrivingDir,ValidPt,level_0,Position,inrix_spline_speed
1166,25827,1618527187.5,122.5380252414103,0.1318549729200983,32.0,,,-86.6156217,36.0100803,,,0.0,0.0,0.0,0.0,58131.03143339194,-58056.731433391935,318.0264874704425,West,True,,,
1167,25828,1618527187.6,122.59174032419376,0.1350270538553681,32.0,,,-86.6156475,36.0101035,,,0.0,0.0,0.0,0.0,58134.50134857838,-58060.201348578375,318.11302811611495,West,True,,,
1168,25829,1618527187.7,122.7168046140594,0.1380794057729122,32.0,,,-86.615673,36.0101265,,,0.0,0.0,0.0,0.0,58137.93668694049,-58063.63668694049,317.77974217120624,West,True,,,
1169,25830,1618527187.8,122.71545448646044,0.1408732997843991,32.0,,,-86.6156988,36.0101495,,,0.0,0.0,0.0,0.0,58141.39009958118,-58067.090099581175,317.6694277033732,West,True,,,
1170,25831,1618527187.9,122.6955561829475,0.1432761058481281,32.0,,,-86.6157247,36.0101725,,,0.0,0.0,0.0,0.0,58144.84956246032,-58070.54956246032,317.7526260844984,West,True,,,
1171,25832,1618527188.0,122.71277654409272,0.1451803601061123,32.0,,,-86.6157503,36.0101953,,,0.0,0.0,0.0,0.0,58148.27441655964,-58073.97441655964,317.9163010023633,West,True,,,
1172,25833,1618527188.1,122.84297521042105,0.146505622851319,32.0,,,-86.6157762,36.0102185,,,0.0,0.0,0.0,0.0,58151.75035144535,-58077.45035144535,317.7797754333426,West,True,,,
1173,25834,1618527188.2,122.73899329411658,0.1472137209611173,32.0,,,-86.615802,36.0102415,,,0.0,0.0,0.0,0.0,58155.20376226612,-58080.90376226611,317.53065693980824,West,True,,,
1174,25835,1618527188.3,122.87975412272878,0.1473068069887882,32.0,,,-86.61582779999999,36.0102643,,,0.0,0.0,0.0,0.0,58158.640735654095,-58084.34073565409,317.9163259337012,West,True,,,
1175,25836,1618527188.4,123.02752112391164,0.1468354302629377,32.0,,,-86.6158537,36.0102875,,,0.0,0.0,0.0,0.0,58162.11666917345,-58087.81666917344,318.0265623384982,West,True,,,
1176,25837,1618527188.5,123.02009249743062,0.1458908068365067,32.0,,,-86.6158795,36.010310700000005,,,0.0,0.0,0.0,0.0,58165.58658028204,-58091.28658028204,317.3102513603677,West,True,,,
1177,25838,1618527188.6,123.05351994645017,0.1446043206523355,32.0,,,-86.61590550000001,36.0103335,,,0.0,0.0,0.0,0.0,58169.03572415509,-58094.735724155085,318.0265789683475,West,True,,,
1178,25839,1618527188.7,123.1317836016336,0.1431341890002332,32.0,,,-86.6159313,36.0103567,,,0.0,0.0,0.0,0.0,58172.5056343566,-58098.2056343566,317.55956559340626,West,True,,,
1179,25840,1618527188.8,123.18900932886514,0.1416578951880816,32.0,,,-86.61595729999999,36.0103797,,,0.0,0.0,0.0,0.0,58175.97115656125,-58101.67115656125,317.4202968265131,West,True,,,
1180,25841,1618527188.9,123.17106155339982,0.1403562599864951,32.0,,,-86.6159832,36.010402500000005,,,0.0,0.0,0.0,0.0,58179.41420675533,-58105.11420675533,317.55958215723285,West,True,,,
1181,25842,1618527189.0,123.18,0.139403040840453,32.0,,,-86.61600920000001,36.010425500000004,,,0.0,0.0,0.0,0.0,58182.879728043954,-58108.57972804395,318.0266122195593,West,True,,,
1182,25843,1618527189.1,123.18432107366444,0.1389512835414194,32.0,,,-86.616035,36.010448700000005,,,0.0,0.0,0.0,0.0,58186.3496364342,-58112.0496364342,317.68336485785073,West,True,,,
1183,25844,1618527189.2,123.2994111243346,0.1391249822392397,32.0,,,-86.616061,36.0104718,,,0.0,0.0,0.0,0.0,58189.82337085957,-58115.52337085957,317.77986704012454,West,True,,,
1184,25845,1618527189.3,123.33598645270396,0.140011864426001,32.0,,,-86.6160868,36.0104948,,,0.0,0.0,0.0,0.0,58193.276776669605,-58118.9767766696,317.5596155920636,West,True,,,
1185,25846,1618527189.4,123.3599306453081,0.1416598305851281,32.0,,,-86.6161128,36.010517799999995,,,0.0,0.0,0.0,0.0,58196.742296109565,-58122.44229610956,317.91641760694404,West,True,,,
1186,25847,1618527189.5,123.518164917957,0.1440773351960467,32.0,,,-86.6161387,36.010541,,,0.0,0.0,0.0,0.0,58200.21822460834,-58125.91822460834,318.1491556947307,West,True,,,
1187,25848,1618527189.6,123.39669986538516,0.1472339471717745,32.0,,,-86.6161645,36.0105643,,,0.0,0.0,0.0,0.0,58203.69640552674,-58129.396405526735,317.80658813665457,West,True,,,
1188,25849,1618527189.7,123.48304550126647,0.1510665591482612,32.0,,,-86.6161905,36.0105875,,,0.0,0.0,0.0,0.0,58207.178367844,-58132.878367844,318.149172513227,West,True,,,
1189,25850,1618527189.8,123.56075349637275,0.1554815272476088,32.0,,,-86.61621629999999,36.010610799999995,,,0.0,0.0,0.0,0.0,58210.65654784824,-58136.35654784824,317.9164512192262,West,True,,,
1190,25851,1618527189.9,123.61004981718465,0.1603641543149751,32.0,,,-86.6162422,36.010634,,,0.0,0.0,0.0,0.0,58214.132474505874,-58139.83247450587,317.80661335511707,West,True,,,
1191,25852,1618527190.0,123.62014140970372,0.165580577681591,32.0,,,-86.61626820000001,36.010657200000004,,,0.0,0.0,0.0,0.0,58217.61443543436,-58143.31443543436,317.9036091021224,West,True,,,
1192,25853,1618527190.1,123.64717239282456,0.1709890719499516,32.0,,,-86.616294,36.0106803,,,0.0,0.0,0.0,0.0,58221.07608039283,-58146.776080392825,317.83288351173064,West,True,,,
1193,25854,1618527190.2,123.71617648145411,0.1764416582898294,32.0,,,-86.6163202,36.0107037,,,0.0,0.0,0.0,0.0,58224.58659946235,-58150.28659946235,317.90362592199614,West,True,,,
1194,25855,1618527190.3,123.7892613324454,0.1817966561808413,32.0,,,-86.616346,36.0107268,,,0.0,0.0,0.0,0.0,58228.04824350373,-58153.74824350373,317.8066469182183,West,True,,,
1195,25856,1618527190.4,123.82410189549694,0.1869205824863442,32.0,,,-86.616372,36.01075,,,0.0,0.0,0.0,0.0,58231.53020258318,-58157.23020258317,317.8066553129194,West,True,,,
1196,25857,1618527190.5,123.85951684039884,0.1917005846914279,32.0,,,-86.616398,36.0107732,,,0.0,0.0,0.0,0.0,58235.01216120037,-58160.71216120036,317.92926361177655,West,True,,,
1197,25858,1618527190.6,123.9752706849417,0.1960459739548887,32.0,,,-86.616424,36.010796500000005,,,0.0,0.0,0.0,0.0,58238.50236558261,-58164.202365582605,318.39250830920747,West,True,,,
1198,25859,1618527190.7,123.93198119894058,0.1998975016015189,32.0,,,-86.6164498,36.01082,,,0.0,0.0,0.0,0.0,58241.99713847043,-58167.69713847043,318.17274776304373,West,True,,,
1199,25860,1618527190.8,124.05743826486014,0.2032264102672132,32.0,,,-86.61647579999999,36.0108435,,,0.0,0.0,0.0,0.0,58245.50388198501,-58171.203881985006,317.92928901479013,West,True,,,
1200,25861,1618527190.9,124.11331737591838,0.2060371220499509,32.0,,,-86.6165018,36.010866799999995,,,0.0,0.0,0.0,0.0,58248.9940849701,-58174.6940849701,318.05131883233094,West,True,,,
1201,25862,1618527191.0,124.18543543274654,0.2083619405827178,32.0,,,-86.6165278,36.0108902,,,0.0,0.0,0.0,0.0,58252.49254963016,-58178.19254963016,318.2824697521147,West,True,,,
1202,25863,1618527191.1,124.16122309206872,0.2102557914386276,32.0,,,-86.6165537,36.0109137,,,0.0,0.0,0.0,0.0,58255.9932997836,-58181.6932997836,317.574023033801,West,True,,,
1203,25864,1618527191.2,124.25,0.2117869448187245,32.0,,,-86.6165798,36.0109368,,,0.0,0.0,0.0,0.0,58259.47308667726,-58185.173086677256,317.80672286179214,West,True,,,
1204,25865,1618527191.3,124.35652482533422,0.2130259787429551,32.0,,,-86.6166058,36.01096,,,0.0,0.0,0.0,0.0,58262.95504157185,-58188.655041571845,318.4139753058974,West,True,,,
1205,25866,1618527191.4,124.3713147387902,0.214035509590387,32.0,,,-86.6166318,36.010983700000004,,,0.0,0.0,0.0,0.0,58266.47838511815,-58192.17838511815,317.6835584322511,West,True,,,
1206,25867,1618527191.5,124.42932853806283,0.2148582257636963,32.0,,,-86.6166578,36.0110068,,,0.0,0.0,0.0,0.0,58269.95210885837,-58195.65210885836,318.0513694224392,West,True,,,
1207,25868,1618527191.6,124.50309552770786,0.2155096360365303,32.0,,,-86.6166838,36.0110302,,,0.0,0.0,0.0,0.0,58273.45057074206,-58199.15057074206,318.0755273926256,West,True,,,
1208,25869,1618527191.7,124.53592468310588,0.2159701592524208,32.0,,,-86.61671,36.01105379999999,,,0.0,0.0,0.0,0.0,58276.9775977252,-58202.6775977252,318.0513864140609,West,True,,,
1209,25870,1618527191.8,124.60775130222764,0.2161836255138111,32.0,,,-86.616736,36.0110772,,,0.0,0.0,0.0,0.0,58280.47605867742,-58206.17605867742,318.1728406690855,West,True,,,
1210,25871,1618527191.9,124.7197154149486,0.2160561437548887,32.0,,,-86.616762,36.01110070000001,,,0.0,0.0,0.0,0.0,58283.98279710407,-58209.68279710406,317.95457877023944,West,True,,,
1211,25872,1618527192.0,124.81925804123618,0.2154604956161784,32.0,,,-86.6167882,36.011124200000005,,,0.0,0.0,0.0,0.0,58287.50155732816,-58213.20155732816,318.17285763744826,West,True,,,
1212,25873,1618527192.1,124.7564825791916,0.214241485819614,32.0,,,-86.6168142,36.0111477,,,0.0,0.0,0.0,0.0,58291.00829482436,-58216.70829482436,317.8199794685445,West,True,,,
1213,25874,1618527192.2,124.85149271126066,0.2122241994073779,32.0,,,-86.61684029999999,36.011171000000004,,,0.0,0.0,0.0,0.0,58294.50452492347,-58220.204524923465,318.1959861514662,West,True,,,
1214,25875,1618527192.3,125.03095936616782,0.209223585620864,32.0,,,-86.6168665,36.011194700000004,,,0.0,0.0,0.0,0.0,58298.03983010114,-58223.739830101134,317.9546127502178,West,True,,,
1215,25876,1618527192.4,124.97329127762148,0.2050539479633193,32.0,,,-86.61689270000001,36.0112182,,,0.0,0.0,0.0,0.0,58301.55858844324,-58227.258588443234,318.0635696757488,West,True,,,
1216,25877,1618527192.5,125.11028000074272,0.1995403017104743,32.0,,,-86.6169188,36.0112417,,,0.0,0.0,0.0,0.0,58305.07132882406,-58230.771328824056,317.9546297264124,West,True,,,
1217,25878,1618527192.6,125.13234468483029,0.1925271683158751,32.0,,,-86.616945,36.0112652,,,0.0,0.0,0.0,0.0,58308.59008622516,-58234.29008622516,317.84606220316203,West,True,,,
1218,25879,1618527192.7,125.2573008837451,0.183890005855939,32.0,,,-86.6169713,36.0112887,,,0.0,0.0,0.0,0.0,58312.11487331928,-58237.81487331927,317.9546467380226,West,True,,,
1219,25880,1618527192.8,125.19477333912288,0.1735421078474578,32.0,,,-86.6169975,36.011312200000006,,,0.0,0.0,0.0,0.0,58315.63362977911,-58241.3336297791,317.63003976875194,West,True,,,
1220,25881,1618527192.9,125.29230155791376,0.1614448368770769,32.0,,,-86.617024,36.011335700000004,,,0.0,0.0,0.0,0.0,58319.17051402036,-58244.87051402035,317.9546637419476,West,True,,,
1221,25882,1618527193.0,125.40049243115084,0.1476112279191198,32.0,,,-86.6170502,36.0113592,,,0.0,0.0,0.0,0.0,58322.6892695386,-58248.3892695386,317.63005678927243,West,True,,,
1222,25883,1618527193.1,125.45126240200746,0.1321134384025861,32.0,,,-86.6170767,36.011382700000006,,,0.0,0.0,0.0,0.0,58326.22615282269,-58251.926152822685,318.1845536931792,West,True,,,
1223,25884,1618527193.2,125.59108704141022,0.1150809527338213,32.0,,,-86.6171028,36.0114063,,,0.0,0.0,0.0,0.0,58329.74716942095,-58255.44716942095,317.6162755250977,West,True,,,
1224,25885,1618527193.3,125.6043682444678,0.0967035143577406,32.0,,,-86.61712920000001,36.0114297,,,0.0,0.0,0.0,0.0,58333.26977510232,-58258.96977510232,317.75119337613364,West,True,,,
1225,25886,1618527193.4,125.6235388887336,0.077222012432487,32.0,,,-86.6171557,36.0114533,,,0.0,0.0,0.0,0.0,58336.81488005062,-58262.51488005061,317.8461302358938,West,True,,,
1226,25887,1618527193.5,125.6198496986884,0.0569263253819974,32.0,,,-86.617182,36.0114768,,,0.0,0.0,0.0,0.0,58340.33966335582,-58266.03966335582,318.0876174193825,West,True,,,
1227,25888,1618527193.6,125.50562860584544,0.0361387890767702,31.813011429765137,,,-86.6172083,36.011500500000004,,,0.0,0.0,0.0,0.0,58343.8809644029,-58269.5809644029,317.7379425425352,West,True,,,
1228,25889,1618527193.7,125.47890340319952,0.0152086939865952,31.31233280611179,,,-86.61723470000001,36.011524,,,0.0,0.0,0.0,0.0,58347.411789507816,-58273.11178950781,317.8461558033262,West,True,,,
1229,25890,1618527193.8,125.4709868463562,-0.0055092428701232,31.0,,,-86.617261,36.0115475,,,0.0,0.0,0.0,0.0,58350.936571388265,-58276.63657138826,317.8461643055672,West,True,,,
1230,25891,1618527193.9,125.50513516045037,-0.0256601110614218,31.0,,,-86.6172873,36.011571,,,0.0,0.0,0.0,0.0,58354.46135279687,-58280.16135279687,317.8717944521524,West,True,,,
1231,25892,1618527194.0,125.4004032854356,-0.0449114622461611,31.0,,,-86.61731379999999,36.0115947,,,0.0,0.0,0.0,0.0,58358.01469374793,-58283.71469374793,317.8590438505628,West,True,,,
1232,25893,1618527194.1,125.41399162822644,-0.0629546851446935,31.0,,,-86.6173402,36.011618299999995,,,0.0,0.0,0.0,0.0,58361.55375412362,-58287.253754123616,318.0876685556614,West,True,,,
1233,25894,1618527194.2,125.39177063534244,-0.079525400231762,31.0,,,-86.6173665,36.011641999999995,,,0.0,0.0,0.0,0.0,58365.09505233359,-58290.79505233359,317.8461984761284,West,True,,,
1234,25895,1618527194.3,125.26799843854968,-0.0943992086345372,31.0,,,-86.61739279999999,36.0116655,,,0.0,0.0,0.0,0.0,58368.6198318381,-58294.3198318381,317.73800224189006,West,True,,,
1235,25896,1618527194.4,125.26350559575712,-0.1074080693742954,31.0,,,-86.6174192,36.011689000000004,,,0.0,0.0,0.0,0.0,58372.15065360091,-58297.85065360091,318.0876940908979,West,True,,,
1236,25897,1618527194.5,125.2349295228869,-0.1184308495857412,31.0,,,-86.6174455,36.011712700000004,,,0.0,0.0,0.0,0.0,58375.69195039362,-58301.39195039362,317.95479998977873,West,True,,,
1237,25898,1618527194.6,125.0492146582636,-0.1274053338934656,31.0,,,-86.61747170000001,36.0117362,,,0.0,0.0,0.0,0.0,58379.21069836465,-58304.91069836465,317.8462325482447,West,True,,,
1238,25899,1618527194.7,125.06556267146226,-0.1343153089324767,31.0,,,-86.617498,36.0117597,,,0.0,0.0,0.0,0.0,58382.735475971385,-58308.43547597138,317.846241038403,West,True,,,
1239,25900,1618527194.8,125.0504171133868,-0.1391984001511157,31.0,,,-86.6175243,36.0117832,,,0.0,0.0,0.0,0.0,58386.260253106266,-58311.96025310626,317.7380448204412,West,True,,,
1240,25901,1618527194.9,125.0460463087926,-0.1421316369739009,31.0,,,-86.6175507,36.0118067,,,0.0,0.0,0.0,0.0,58389.79107248317,-58315.49107248317,318.06378231953914,West,True,,,
1241,25902,1618527195.0,124.967962138897,-0.1432353122517549,31.0,,,-86.6175768,36.011830200000006,,,0.0,0.0,0.0,0.0,58393.30380115258,-58319.003801152576,317.73806182148445,West,True,,,
1242,25903,1618527195.1,124.94265004566708,-0.142658606385449,31.0,,,-86.6176032,36.0118537,,,0.0,0.0,0.0,0.0,58396.83461957818,-58322.534619578175,317.6025268667256,West,True,,,
1243,25904,1618527195.2,124.8186366525616,-0.1405796677379339,31.0,,,-86.6176295,36.011877,,,0.0,0.0,0.0,0.0,58400.3429397682,-58326.0429397682,317.954859401497,West,True,,,
1244,25905,1618527195.3,124.76759270375116,-0.1371924140694074,31.0,,,-86.6176557,36.0119005,,,0.0,0.0,0.0,0.0,58403.86168444943,-58329.56168444942,318.0638162144734,West,True,,,
1245,25906,1618527195.4,124.7642225213181,-0.1327032989454292,31.0,,,-86.6176818,36.011924,,,0.0,0.0,0.0,0.0,58407.37441125135,-58333.07441125135,317.4942615120577,West,True,,,
1246,25907,1618527195.5,124.71057276036014,-0.1273200905499841,31.0,,,-86.61770820000001,36.0119473,,,0.0,0.0,0.0,0.0,58410.888801012734,-58336.58880101273,317.9423378058161,West,True,,,
1247,25908,1618527195.6,124.73652276148316,-0.121246332495582,31.0,,,-86.6177343,36.011970700000006,,,0.0,0.0,0.0,0.0,58414.39326308608,-58340.09326308608,317.7381126503892,West,True,,,
1248,25909,1618527195.7,124.72,-0.1146728115078629,31.0,,,-86.6177607,36.011994200000004,,,0.0,0.0,0.0,0.0,58417.92407866531,-58343.62407866531,318.0638500656742,West,True,,,
1249,25910,1618527195.8,124.65776563709083,-0.1077714162179097,31.0,,,-86.6177868,36.0120177,,,0.0,0.0,0.0,0.0,58421.43680360232,-58347.13680360232,317.4652939716109,West,True,,,
1250,25911,1618527195.9,124.61846696419644,-0.1006900551332344,31.0,,,-86.617813,36.0120408,,,0.0,0.0,0.0,0.0,58424.922642606354,-58350.62264260635,317.72475379628975,West,True,,,
1251,25912,1618527196.0,124.58592279956396,-0.0935481227784088,31.0,,,-86.61783929999999,36.012064200000005,,,0.0,0.0,0.0,0.0,58428.439178589215,-58354.13917858921,317.7112688651243,West,True,,,
1252,25913,1618527196.1,124.64598996683328,-0.0864354659649341,31.0,,,-86.61786550000001,36.0120875,,,0.0,0.0,0.0,0.0,58431.94143612086,-58357.64143612086,317.6026115180428,West,True,,,
1253,25914,1618527196.2,124.51235198282636,-0.0794114914516552,31.0,,,-86.6178918,36.012110799999995,,,0.0,0.0,0.0,0.0,58435.449751579166,-58361.14975157916,317.6165304993149,West,True,,,
1254,25915,1618527196.3,124.53376844402756,-0.0725080239004569,31.0,,,-86.6179182,36.0121342,,,0.0,0.0,0.0,0.0,58438.9723429549,-58364.672342954895,317.820336271098,West,True,,,
1255,25916,1618527196.4,124.50278955835704,-0.0657329830685274,31.0,,,-86.61794429999999,36.0121575,,,0.0,0.0,0.0,0.0,58442.46855332619,-58368.16855332618,317.7113026394259,West,True,,,
1256,25917,1618527196.5,124.52430728241563,-0.059075657737212,31.0,,,-86.6179705,36.0121808,,,0.0,0.0,0.0,0.0,58445.970808980754,-58371.67080898075,317.84639330138623,West,True,,,
1257,25918,1618527196.6,124.41591869632484,-0.0525141801044833,31.0,,,-86.6179968,36.01220429999999,,,0.0,0.0,0.0,0.0,58449.49557763344,-58375.19557763344,317.83343467772136,West,True,,,
1258,25919,1618527196.7,124.42397677321324,-0.046020434686299,31.0,,,-86.618023,36.0122277,,,0.0,0.0,0.0,0.0,58453.00606611783,-58378.70606611783,317.7113280482816,West,True,,,
1259,25920,1618527196.8,124.41950024932127,-0.0395690914013536,31.0,,,-86.6180492,36.012251,,,0.0,0.0,0.0,0.0,58456.50832036026,-58382.20832036026,317.82037848519855,West,True,,,
