index,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DistanceGPS,MileMarker,Bearing,DrivingDir,ValidPt
29210,1619735432.0,123.51550461714471,0.43318062256970646,35.0,,,-86.57997950000001,35.9843342,,,0.0,0.0,0.0,0.0,53843.53959796101,-53769.23959796101,318.3829633005474,West,False
29211,1619735432.1,123.5623542706028,0.4334187751379699,35.0,,,-86.5800053,35.984357700000004,,,0.0,0.0,0.0,0.0,53847.03488801176,-53772.73488801176,317.66009970223945,West,True
29212,1619735432.2,123.66690943372396,0.4338440085894658,35.33843322391649,,,-86.58003120000001,35.9843807,,,0.0,0.0,0.0,0.0,53850.494864048414,-53776.19486404841,318.38298007173285,West,True
29213,1619735432.3,123.8188016490643,0.4344320251738962,35.838717103379835,,,-86.580057,35.9844042,,,0.0,0.0,0.0,0.0,53853.99015319001,-53779.69015319001,317.91973520237445,West,True
29214,1619735432.4,123.87638605329444,0.43511515311591464,36.0,,,-86.580083,35.9844275,,,0.0,0.0,0.0,0.0,53857.480881618256,-53783.18088161825,317.7971396474045,West,True
29215,1619735432.5,123.93875485258386,0.4357878145708025,36.0,,,-86.580109,35.984450700000004,,,0.0,0.0,0.0,0.0,53860.96336459431,-53786.66336459431,317.70128303587086,West,True
29216,1619735432.6,124.03667121931544,0.4363092138275204,36.33767679836196,,,-86.5801352,35.984474,,,0.0,0.0,0.0,0.0,53864.46617746213,-53790.166177462124,317.7971564316249,West,True
29217,1619735432.7,124.14957734558214,0.4365149685798846,36.83931531522912,,,-86.5801612,35.9844972,,,0.0,0.0,0.0,0.0,53867.94865951294,-53793.64865951294,317.44065399663197,West,True
29218,1619735432.8,124.263647747177,0.4362258647779369,37.0,,,-86.5801873,35.984520200000006,,,0.0,0.0,0.0,0.0,53871.42077853787,-53797.120778537865,317.2382177580445,West,True
29219,1619735432.9,124.33812325423854,0.4352622614531295,37.0,,,-86.5802137,35.9845433,,,0.0,0.0,0.0,0.0,53874.91936602169,-53800.61936602169,317.71481033478756,West,True
29220,1619735433.0,124.4626535776857,0.43345493926192613,37.0,,,-86.58024,35.9845667,,,0.0,0.0,0.0,0.0,53878.436456976866,-53804.13645697686,317.4553591752765,West,True
29221,1619735433.1,124.53043500266872,0.4306583320767009,37.0,,,-86.5802662,35.9845898,,,0.0,0.0,0.0,0.0,53881.92285065022,-53807.622850650216,317.4699278500124,West,True
29222,1619735433.2,124.65102452759469,0.4267593761711589,37.33908376096081,,,-86.5802925,35.984613,,,0.0,0.0,0.0,0.0,53885.423520131146,-53811.12352013114,317.59267238155593,West,True
29223,1619735433.3,124.73,0.42168705933781647,37.83892526271382,,,-86.5803188,35.9846363,,,0.0,0.0,0.0,0.0,53888.93239139706,-53814.632391397055,317.36161029459436,West,True
29224,1619735433.4,124.8455847693013,0.4154166852005882,38.0,,,-86.58034520000001,35.9846595,,,0.0,0.0,0.0,0.0,53892.43914838103,-53818.13914838103,316.8986598424732,West,True
29225,1619735433.5,124.86411128553986,0.40797529367209806,38.0,,,-86.5803718,35.9846825,,,0.0,0.0,0.0,0.0,53895.941848672606,-53821.6418486726,317.25366859186994,West,True
29226,1619735433.6,125.08796059637912,0.3994404227787244,38.0,,,-86.5803983,35.984705700000006,,,0.0,0.0,0.0,0.0,53899.45470564792,-53825.15470564792,317.161768895624,West,True
29227,1619735433.7,125.1506597247774,0.38994203044145764,38.0,,,-86.580425,35.984728999999994,,,0.0,0.0,0.0,0.0,53902.98794677873,-53828.68794677873,317.00633620813306,West,True
29228,1619735433.8,125.16559382911248,0.37965556083787644,38.33930866576212,,,-86.5804515,35.984752,,,0.0,0.0,0.0,0.0,53906.48450382746,-53832.184503827455,316.932062016205,West,True
29229,1619735433.9,125.29716119509796,0.36880065909566245,38.83938974110735,,,-86.5804783,35.9847752,,,0.0,0.0,0.0,0.0,53910.015736464,-53835.715736464,316.7020890698934,West,True
29230,1619735434.0,125.41719118316789,0.3576284063856045,39.0,,,-86.5805052,35.984798299999994,,,0.0,0.0,0.0,0.0,53913.54501790649,-53839.24501790648,316.6845382878852,West,True
29231,1619735434.1,125.46,0.34641646616583444,39.0,,,-86.58053199999999,35.9848213,,,0.0,0.0,0.0,0.0,53917.06003581265,-53842.760035812644,316.9320870886161,West,True
29232,1619735434.2,125.54234400638803,0.3354509727060142,39.33877836326487,,,-86.5805588,35.9848445,,,0.0,0.0,0.0,0.0,53920.591267003874,-53846.29126700387,316.4718822397165,West,True
29233,1619735434.3,125.56,0.3250182213538536,39.83994336308564,,,-86.5805858,35.9848675,,,0.0,0.0,0.0,0.0,53924.1186531913,-53849.818653191294,316.8256371472411,West,True
29234,1619735434.4,125.55960036441506,0.3153835754487489,40.0,,,-86.5806127,35.9848907,,,0.0,0.0,0.0,0.0,53927.6560336565,-53853.3560336565,316.5960068397469,West,True
29235,1619735434.5,125.63433270213976,0.3067816461169584,40.0,,,-86.5806397,35.9849138,,,0.0,0.0,0.0,0.0,53931.191489197234,-53856.89148919723,316.471907363309,West,True
29236,1619735434.6,125.75424532628342,0.2993969025449563,40.0,,,-86.5806667,35.98493679999999,,,0.0,0.0,0.0,0.0,53934.71887391463,-53860.41887391463,316.36613840616496,West,True
29237,1619735434.7,125.81126107228242,0.29335616870488523,40.0,,,-86.58069379999999,35.9849598,,,0.0,0.0,0.0,0.0,53938.2524608891,-53863.9524608891,316.2607404929312,West,True
29238,1619735434.8,125.79849182090904,0.2887166127461921,40.33873757617387,,,-86.580721,35.9849828,,,0.0,0.0,0.0,0.0,53941.79226211477,-53867.49226211477,316.260748855273,West,True
29239,1619735434.9,125.9422208604906,0.2854646256033885,40.83804890127485,,,-86.5807482,35.9850058,,,0.0,0.0,0.0,0.0,53945.3320628478,-53871.0320628478,316.0309841263702,West,True
29240,1619735435.0,125.87692626408445,0.2835153240128975,41.0,,,-86.5807755,35.9850287,,,0.0,0.0,0.0,0.0,53948.87007849025,-53874.570078490244,315.90569028529603,West,True
29241,1619735435.1,125.9580177967027,0.2827198350148919,41.0,,,-86.58080279999999,35.985051500000004,,,0.0,0.0,0.0,0.0,53952.400099210325,-53878.10009921032,315.7392650767532,West,True
29242,1619735435.2,126.11198366405084,0.282876736596704,41.0,,,-86.5808305,35.9850745,,,0.0,0.0,0.0,0.0,53955.97114994684,-53881.67114994684,315.489130210613,West,True
29243,1619735435.3,126.18110919715872,0.2837463219266835,41.0,,,-86.58085820000001,35.9850973,,,0.0,0.0,0.0,0.0,53959.52630713805,-53885.226307138044,315.82201761937773,West,True
29244,1619735435.4,126.21519114913649,0.28507017955197234,41.33969151738265,,,-86.58088570000001,35.985120200000004,,,0.0,0.0,0.0,0.0,53963.07683787402,-53888.776837874015,315.34036566638446,West,True
29245,1619735435.5,126.25685674317585,0.28658783854647807,41.838907753961365,,,-86.58091329999999,35.9851428,,,0.0,0.0,0.0,0.0,53966.60983926856,-53892.30983926856,315.40843810354716,West,True
29246,1619735435.6,126.3133242911396,0.28805784785668,42.0,,,-86.5809412,35.9851657,,,0.0,0.0,0.0,0.0,53970.18554336773,-53895.88554336772,315.59275389074094,West,True
29247,1619735435.7,126.37830751582922,0.28927079808536593,42.0,,,-86.5809688,35.9851885,,,0.0,0.0,0.0,0.0,53973.73439665913,-53899.434396659126,314.5453823713504,West,True
29248,1619735435.8,126.47276206367576,0.2900649906752444,42.0,,,-86.5809968,35.9852108,,,0.0,0.0,0.0,0.0,53977.26930637927,-53902.969306379266,315.3059738103154,West,True
29249,1619735435.9,126.54982298922783,0.2903308660749193,42.0,,,-86.58102480000001,35.98523370000001,,,0.0,0.0,0.0,0.0,53980.85133139896,-53906.55133139896,314.8011677816636,West,True
29250,1619735436.0,126.59183060733778,0.29001679123357393,42.33836623157373,,,-86.5810528,35.9852562,,,0.0,0.0,0.0,0.0,53984.40187553551,-53910.1018755355,314.72432006250676,West,True
29251,1619735436.1,126.6924580876722,0.28912311497857923,42.83843299775379,,,-86.58108100000001,35.9852788,,,0.0,0.0,0.0,0.0,53987.9730262344,-53913.6730262344,314.80118414293634,West,True
29252,1619735436.2,126.74,0.28769786297619027,43.0,,,-86.581109,35.9853013,,,0.0,0.0,0.0,0.0,53991.523569349745,-53917.22356934974,314.5973036115484,West,True
29253,1619735436.3,126.81656981187002,0.28582283241170386,43.0,,,-86.5811372,35.9853238,,,0.0,0.0,0.0,0.0,53995.08690302901,-53920.78690302901,314.9525901644663,West,True
29254,1619735436.4,126.88177731092438,0.28360337093688237,43.33648041710603,,,-86.5811653,35.985346500000006,,,0.0,0.0,0.0,0.0,53998.659512525395,-53924.35951252539,314.3948923637807,West,True
29255,1619735436.5,126.94903683046446,0.28115230876021025,43.83735874247213,,,-86.5811937,35.985369,,,0.0,0.0,0.0,0.0,54002.23568103079,-53927.93568103079,314.4959324102391,West,True
29256,1619735436.6,127.01288159324967,0.27858045084371663,44.0,,,-86.581222,35.9853915,,,0.0,0.0,0.0,0.0,54005.805425517705,-53931.5054255177,314.038562156181,West,True
29257,1619735436.7,127.1,0.2759848810509091,44.0,,,-86.5812505,35.9854138,,,0.0,0.0,0.0,0.0,54009.37253263086,-53935.07253263086,314.1666859295608,West,True
29258,1619735436.8,127.15218836215448,0.273445793581241,44.0,,,-86.58127900000001,35.9854362,,,0.0,0.0,0.0,0.0,54012.9473777895,-53938.64737778949,314.4959568181116,West,True
29259,1619735436.9,127.2057994980068,0.27102297709406487,44.0,,,-86.58130729999999,35.9854587,,,0.0,0.0,0.0,0.0,54016.51712072862,-53942.217120728616,314.0940078879128,West,True
29260,1619735437.0,127.30865537282511,0.2687602982281988,44.33819807006698,,,-86.581336,35.9854812,,,0.0,0.0,0.0,0.0,54020.11262333907,-53945.812623339065,314.038594680855,West,True
29261,1619735437.1,127.35047725496612,0.26668914435957247,44.837810344355226,,,-86.5813645,35.9855035,,,0.0,0.0,0.0,0.0,54023.67972835695,-53949.379728356944,313.7388492791616,West,True
29262,1619735437.2,127.47872638809388,0.2648365345638634,45.0,,,-86.5813933,35.9855258,,,0.0,0.0,0.0,0.0,54027.2662861033,-53952.9662861033,314.3474604614899,West,True
29263,1619735437.3,127.53181372503676,0.26322993028236197,45.0,,,-86.581422,35.9855485,,,0.0,0.0,0.0,0.0,54030.877297186446,-53956.57729718644,313.709784579633,West,True
29264,1619735437.4,127.55402500906123,0.26190200935370117,45.0,,,-86.5814507,35.985570700000004,,,0.0,0.0,0.0,0.0,54034.44966593151,-53960.14966593151,313.99445911848863,West,True
29265,1619735437.5,127.63777062319885,0.2608906270176517,45.0,,,-86.5814795,35.985593200000004,,,0.0,0.0,0.0,0.0,54038.051633344956,-53963.75163334495,313.48109556071284,West,True
29266,1619735437.6,127.6401483046954,0.26023509136794376,45.3382199027602,,,-86.5815083,35.9856153,,,0.0,0.0,0.0,0.0,54041.62284968235,-53967.32284968235,313.79636702485914,West,True
29267,1619735437.7,127.74835078312402,0.25996911339299456,45.83706268256249,,,-86.58153730000001,35.9856378,,,0.0,0.0,0.0,0.0,54045.23778337567,-53970.937783375666,313.41229309063374,West,True
29268,1619735437.8,127.85464115008456,0.2601093007988405,46.0,,,-86.58156629999999,35.98566,,,0.0,0.0,0.0,0.0,54048.829709922604,-53974.5297099226,313.5408737918734,West,True
29269,1619735437.9,127.8316687764476,0.26064535553952317,46.0,,,-86.5815953,35.9856823,,,0.0,0.0,0.0,0.0,54052.42928679718,-53978.12928679718,313.2157570583774,West,True
29270,1619735438.0,127.92658066288226,0.26152774183733407,46.0,,,-86.5816245,35.9857045,,,0.0,0.0,0.0,0.0,54056.03430553025,-53981.73430553025,313.11802402428924,West,True
