index,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DistanceGPS,MileMarker,Bearing,DrivingDir,ValidPt
9734,1615298631.7,94.95254676258992,0.13459511663771195,42.14063453515683,-0.32,0.475,-86.579999,35.9844687,100.0,392.0,0.0,0.0,0.0,0.0,23011.073804723346,-22936.773804723347,317.52512148252987,West,False
9735,1615298631.8,94.97681730966264,0.13574712499637565,42.1703120377511,-0.32,0.475,-86.58001879999999,35.9844862,100.0,392.0,0.0,0.0,0.0,0.0,23013.71206579072,-22939.412065790722,317.83206884854417,West,True
9736,1615298631.9,94.94901372140596,0.13611041096442555,42.19030948700131,-0.32,0.475,-86.5800385,35.98450379999999,100.0,392.0,0.0,0.0,0.0,0.0,23016.35249012334,-22942.05249012334,317.23820895800793,West,True
9737,1615298632.0,95.02951282124964,0.1356423214570443,42.2413325727979,-0.3475550485319329,0.475,-86.58005849999999,35.9845213,100.0,392.0,0.0,0.0,0.0,0.0,23019.002935484743,-22944.702935484744,317.66959743768496,West,True
9738,1615298632.1,95.09272807017544,0.13432481596555437,42.32192643764724,-0.4015411501177924,0.4740367811763797,-86.5800782,35.9845388,100.0,391.9422068705828,0.0,0.0,0.0,0.0,23021.635128322774,-22947.335128322775,317.84926169076283,West,True
9739,1615298632.2,95.156287032739,0.13216190450677437,42.423167844591205,-0.4825342756729618,0.4234160777043989,-86.58009799999999,35.984556500000004,100.0,388.9049646622639,0.0,0.0,0.0,0.0,23024.289833686416,-22949.989833686417,317.2382279968461,West,True
9740,1615298632.3,95.17041569928138,0.12917436524403747,42.5220914249402,-0.5613942832934657,0.3741285729415839,-86.580118,35.984574,100.0,386.0,0.0,0.0,0.0,0.0,23026.94027823209,-22952.64027823209,317.8492743891997,West,True
9741,1615298632.4,95.19293058842958,0.12539866045973555,42.57011553827056,-0.5934103588470409,0.3541185257205995,-86.5801378,35.9845917,100.0,386.0,0.0,0.0,0.0,0.0,23029.59498306325,-22955.29498306325,317.2382407559466,West,True
9742,1615298632.5,95.20286257334104,0.12088499470867306,42.61813953710268,-0.6254263580684528,0.334108526207217,-86.5801578,35.9846092,100.0,386.0,0.0,0.0,0.0,0.0,23032.24542706301,-22957.945427063012,317.3813791588141,West,True
9743,1615298632.6,95.3034664175904,0.11569868330232747,42.64,-0.629279958153058,0.3317000261543387,-86.58017770000001,35.98462670000001,100.0,387.6080062770413,0.0,0.0,0.0,0.0,23034.88977010261,-22960.58977010261,317.68773951695755,West,True
9744,1615298632.7,95.3507644955935,0.10992161582843465,42.64,-0.609602934915573,0.3439981656777668,-86.5801975,35.9846443,100.0,390.559559762664,0.0,0.0,0.0,0.0,23037.536240861293,-22963.236240861293,317.23825979498406,West,True
9745,1615298632.8,95.37307903272834,0.10365378605523953,42.660513565150936,-0.6410271303018724,0.3307685326709974,-86.5802175,35.9846618,100.0,392.0,0.0,0.0,0.0,0.0,23040.186684047454,-22965.886684047455,317.23826615263096,West,True
9746,1615298632.9,95.38684612409725,0.09701547878837319,42.70058148643485,-0.7211629728696981,0.293204856467329,-86.5802375,35.9846793,100.0,392.0,0.0,0.0,0.0,0.0,23042.837126962353,-22968.537126962354,316.9539804002659,West,True
9747,1615298633.0,95.43114298690486,0.09014546162450757,42.751399760799146,-0.8018663477321919,0.26191676633369,-86.5802577,35.9846968,100.0,390.4300119600428,0.0,0.0,0.0,0.0,23045.49982025178,-22971.199820251783,317.2382788004567,West,True
9748,1615298633.1,95.52041015882584,0.08320093181308985,42.81232770517284,-0.8831036068971194,0.2365301228446502,-86.5802777,35.9847143,100.0,387.383614741358,0.0,0.0,0.0,0.0,23048.150262624153,-22973.850262624153,317.0958113661979,West,True
9749,1615298633.2,95.52643231441048,0.07635024184706424,42.8545713653773,-0.92,0.2158928966391863,-86.5802978,35.9847318,100.0,386.0,0.0,0.0,0.0,0.0,23050.806821868948,-22976.50682186895,316.790178307259,West,True
9750,1615298633.3,95.52370843257816,0.06976946426349714,42.88,-0.917725050809864,0.199526052252055,-86.580318,35.9847492,100.0,386.0,0.0,0.0,0.0,0.0,23053.46139899471,-22979.16139899471,316.81284020299586,West,True
9751,1615298633.4,95.51863774320915,0.06363027992724525,42.88,-0.8698122105503648,0.189544210531326,-86.5803383,35.9847667,100.0,386.0,0.0,0.0,0.0,0.0,23056.130240911738,-22981.83024091174,316.34349900175266,West,True
9752,1615298633.5,95.58009387465567,0.05809440664856895,42.88,-0.8218994845238152,0.1795623926091281,-86.5803587,35.984784000000005,100.0,386.0,0.0,0.0,0.0,0.0,23058.789114637486,-22984.489114637487,316.8128527945703,West,True
9753,1615298633.6,95.60624187256175,0.05329971653971226,42.894237679165954,-0.7145739250042985,0.1483043515638432,-86.58037900000001,35.9848015,100.0,388.1356518748925,0.0,0.0,0.0,0.0,23061.457956004077,-22987.157956004077,316.4841162207636,West,True
9754,1615298633.7,95.61184309326288,0.049355299270668826,42.92,-0.5603569395168359,0.1002230871980223,-86.5803993,35.9848188,100.0,391.9464590724746,0.0,0.0,0.0,0.0,23064.110625820224,-22989.810625820224,316.672349781298,West,True
