,index,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DistanceGPS,MileMarker,Bearing,DrivingDir,ValidPt
0,4227,1615244286.2,50.02271459127685,0.7569773759839362,37.564532786362044,0.16,0.5,-86.6850018,36.0649148,100.0,392.0,0.0,0.0,0.0,0.0,6283.2874159167,-6208.9874159167,356.82262851529055,West,False
1,4228,1615244286.3,50.181198349370966,0.7477924285513031,37.61248321597776,0.16,0.5,-86.68499179999998,36.06490520000001,100.0,392.0,0.0,0.0,0.0,0.0,6284.682914751203,-6210.382914751202,356.78959010636163,West,True
2,4229,1615244286.4,50.315786706685394,0.7373864615902869,37.66043375991632,0.16,0.5,-86.6849818,36.0648955,100.0,392.0,0.0,0.0,0.0,0.0,6286.0869376563805,-6211.786937656379,356.78958045493897,West,True
3,4230,1615244286.5,50.45178646478798,0.7260217555518788,37.74352101032488,0.09647898967512701,0.4900748421367386,-86.6849718,36.06488579999999,100.0,391.6029936854695,0.0,0.0,0.0,0.0,6287.490960633327,-6213.1909606333265,356.78858968103174,West,True
4,4231,1615244286.6,50.647440762697684,0.7139953659925118,37.844022417508285,-0.0100560437706838,0.4737429945286645,-86.6849617,36.064876,100.0,391.0502802188534,0.0,0.0,0.0,0.0,6288.909280191328,-6214.609280191328,356.7895610516112,West,True
5,4232,1615244286.7,50.68,0.7016205057327289,37.88388082324237,-0.1097020581059153,0.4612872427367606,-86.6849517,36.06486629999999,100.0,391.54851029052963,0.0,0.0,0.0,0.0,6290.313303310901,-6216.0133033109005,356.75652429954323,West,True
6,4233,1615244286.8,50.880507850376674,0.6891788779855759,37.9218741485906,-0.1925034056376401,0.4476573142617626,-86.6849417,36.0648565,100.0,392.0,0.0,0.0,0.0,0.0,6291.7258865917165,-6217.425886591715,356.81998028170227,West,True
7,4234,1615244286.9,50.94531140051946,0.6769029387506571,37.94185219056329,-0.1125912377468492,0.4226847617958904,-86.68493149999998,36.064846700000004,100.0,392.0,0.0,0.0,0.0,0.0,6293.1499764158325,-6218.849976415832,356.78758886343275,West,True
8,4235,1615244287.0,51.07609698919789,0.6649311714755841,37.96586095224839,-0.0429304761241967,0.3954211310559427,-86.6849213,36.064836799999995,100.0,391.9633690484475,0.0,0.0,0.0,0.0,6294.582592808282,-6220.282592808282,356.7885409121338,West,True
9,4236,1615244287.1,51.261811085019,0.6533046971406574,38.02983813321715,-0.0749190666085767,0.3454389584240988,-86.6849112,36.064827,100.0,391.5635116673928,0.0,0.0,0.0,0.0,6296.000912728808,-6221.700912728807,356.81995111902717,West,True
10,4237,1615244287.2,51.36,0.6419384195452172,38.09381546671953,-0.1069077333597725,0.2954566666253555,-86.684901,36.0648172,100.0,391.16365333300286,0.0,0.0,0.0,0.0,6297.425002774248,-6223.125002774248,356.7551794995311,West,True
11,4238,1615244287.3,51.4592252305701,0.630641063292021,38.13183682244241,-0.1318368224424081,0.2528059579204846,-86.68489079999998,36.064807200000004,100.0,391.0,0.0,0.0,0.0,0.0,6298.86618123094,-6224.56618123094,356.7558108122116,West,True
12,4239,1615244287.4,51.61886537732973,0.6191088849149048,38.151874802931424,-0.1518748029314249,0.2152347445035783,-86.68488070000002,36.0647973,100.0,391.0,0.0,0.0,0.0,0.0,6300.293062343181,-6225.993062343181,356.7551596985694,West,True
13,4240,1615244287.5,51.707660318943326,0.6069696563815393,38.18373975806116,-0.2074795161223142,0.1777439768176652,-86.6848705,36.0647873,100.0,391.29674697576445,0.0,0.0,0.0,0.0,6301.734240947401,-6227.434240947401,356.78658670524595,West,True
14,4241,1615244287.6,51.8135763158646,0.5937965843403563,38.223671448717425,-0.2873428974348294,0.1403080168274237,-86.6848602,36.064777299999996,100.0,391.7958931089677,0.0,0.0,0.0,0.0,6303.181154364168,-6228.881154364168,356.8174111271921,West,True
15,4242,1615244287.7,52.06,0.5791673085077262,38.255850864882675,-0.4151051892959781,0.0853728377933424,-86.68484980000002,36.06476729999999,100.0,391.60372837793335,0.0,0.0,0.0,0.0,6304.633835575109,-6230.3338355751075,356.69037510267424,West,True
16,4243,1615244287.8,52.13421027302174,0.5626871993047635,38.28397575491883,-0.5580121225405872,0.029969693648532,-86.6848397,36.0647572,100.0,391.0,0.0,0.0,0.0,0.0,6306.077943533953,-6231.777943533953,356.81739151722036,West,True
17,4244,1615244287.9,52.259493744895686,0.5440476333769021,38.323948784172075,-0.5380256079139605,0.0799359802150988,-86.68482929999998,36.0647472,100.0,391.0,0.0,0.0,0.0,0.0,6307.530624898796,-6233.230624898796,356.7224165837388,West,True
